436	PD(type=int,inflection=a)	pos=VNW,feat.vwtype=vb,feat.form=-a	vragend voornaamwoord, uitgang -a
439	PD(type=int,inflection=other)	pos=VNW,feat.vwtype=vb	vragend voornaamwoord, uitgang latijn, onduidelijk of evident fout geschreven
440	PD(type=indef,inflection=0)	pos=VNW,feat.lwtype=onbep	onbepaald voornaamwoord, geen uitgang
441	PD(type=indef,inflection=e)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-e	onbepaald voornaamwoord, uitgang -e
442	PD(type=indef,inflection=s/th)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-s/-th	onbepaald voornaamwoord, uitgang -s/-th
443	PD(type=indef,inflection=t)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-t	onbepaald voornaamwoord, uitgang -t
444	PD(type=indef,inflection=n)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-n	onbepaald voornaamwoord, uitgang -n
445	PD(type=indef,inflection=r/re)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-r/-re	onbepaald voornaamwoord, uitgang -r/-re
446	PD(type=indef,inflection=a)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep,feat.form=-a	onbepaald voornaamwoord, uitgang -a
449	PD(type=indef,inflection=other)	pos=VNW,feat.vwtype=vb,feat.lwtype=onbep	onbepaald voornaamwoord, uitgang latijn, onduidelijk of evident fout geschreven
450	PD(type=poss,inflection=0)	pos=VNW,feat.vwtype=bez	bezittelijk voornaamwoord, geen uitgang
451	PD(type=poss,inflection=e)	pos=VNW,feat.vwtype=bez,feat.form=-e	bezittelijk voornaamwoord, uitgang -e
452	PD(type=poss,inflection=s/th)	pos=VNW,feat.vwtype=bez,feat.form=-s/-th	bezittelijk voornaamwoord, uitgang -s/-th
453	PD(type=poss,inflection=t)	pos=VNW,feat.vwtype=bez,feat.form=-t	bezittelijk voornaamwoord, uitgang -t
454	PD(type=poss,inflection=n)	pos=VNW,feat.vwtype=bez,feat.form=-n	bezittelijk voornaamwoord, uitgang -n
455	PD(type=poss,inflection=r/re)	pos=VNW,feat.vwtype=bez,feat.form=-r/-re	bezittelijk voornaamwoord, uitgang -r/-re
456	PD(type=poss,inflection=a)	pos=VNW,feat.vwtype=bez,feat.form=-a	bezittelijk voornaamwoord, uitgang -a
459	PD(type=poss,inflection=other)	pos=VNW,feat.vwtype=bez	bezittelijk voornaamwoord, uitgang latijn, onduidelijk of evident fout geschreven
460	PD(type=refl/recp)	_	wederkerend/wederkerig voornaamwoord
461	PD(type=refl/recp,person=1,number=sg)	pos=VNW,feat.vwtype=refl,feat.getal=ev,feat.persoon=1	wederkerend/wederkerig voornaamwoord, 1e persoon enkelvoud
462	PD(type=refl/recp,person=2,number=sg)	pos=VNW,feat.vwtype=refl,feat.getal=ev,feat.persoon=2	wederkerend/wederkerig voornaamwoord, 2e persoon enkelvoud
463	PD(type=refl/recp,person=3,number=sg)	pos=VNW,feat.vwtype=refl,feat.getal=ev,feat.persoon=3	wederkerend/wederkerig voornaamwoord, 3e persoon enkelvoud
464	PD(type=refl/recp,person=1,number=pl)	pos=VNW,feat.vwtype=refl,feat.getal=mv,feat.persoon=1	wederkerend/wederkerig voornaamwoord, 1e persoon meervoud
465	PD(type=refl/recp,person=2,number=pl)	pos=VNW,feat.vwtype=refl,feat.getal=mv,feat.persoon=2	wederkerend/wederkerig voornaamwoord, 2e persoon meervoud
466	PD(type=refl/recp,person=3,number=pl)	pos=VNW,feat.vwtype=refl,feat.getal=mv,feat.persoon=3	wederkerend/wederkerig voornaamwoord, 3e persoon meervoud
469	PD(type=refl/recp,other)	pos=VNW,feat.vwtype=refl,feat.probleemgeval=true	probleemgeval
470	PD(type=art,subtype=def,inflection=0)	pos=LID	bepaald lidwoord, geen uitgang
471	PD(type=art,subtype=def,inflection=e)	pos=LID,feat.form=-e	bepaald lidwoord, uitgang -e
472	PD(type=art,subtype=def,inflection=s/th)	pos=LID,feat.form=-s/-th	bepaald lidwoord, uitgang -s/-th
473	PD(type=art,subtype=def,inflection=t)	pos=LID,feat.form=-t	bepaald lidwoord, uitgang -t
474	PD(type=art,subtype=def,inflection=n)	pos=LID,feat.form=-n	bepaald lidwoord, uitgang -n
475	PD(type=art,subtype=def,inflection=r/re)	pos=LID,feat.form=-r/-re	bepaald lidwoord, uitgang -r/-re
476	PD(type=art,subtype=def,inflection=a)	pos=LID,feat.form=-a	bepaald lidwoord, uitgang -a
479	PD(type=art,subtype=def,inflection=other)	pos=LID	bepaald lidwoord, uitgang latijn, onduidelijk of evident fout geschreven
480	PD(type=art,subtype=indef,inflection=0)	pos=LID	onbepaald lidwoord, geen uitgang
481	PD(type=art,subtype=indef,inflection=e)	pos=LID,feat.form=-e	onbepaald lidwoord, uitgang -e
482	PD(type=art,subtype=indef,inflection=s/th)	pos=LID,feat.form=-s/-th	onbepaald lidwoord, uitgang -s/-th
483	PD(type=art,subtype=indef,inflection=t)	pos=LID,feat.form=-t	onbepaald lidwoord, uitgang -t
484	PD(type=art,subtype=indef,inflection=n)	pos=LID,feat.form=-n	onbepaald lidwoord, uitgang -n
485	PD(type=art,subtype=indef,inflection=r/re)	pos=LID,feat.form=-r/-re	onbepaald lidwoord, uitgang -r/-re
486	PD(type=art,subtype=indef,inflection=a)	pos=LID,feat.form=-a	onbepaald lidwoord, uitgang -a
489	PD(type=art,subtype=indef,inflection=other)	pos=LID	onbepaald lidwoord, uitgang latijn, onduidelijk of evident fout geschreven
490	PD(type=other,inflection=0)	pos=VNW,feat.probleemgeval=true	voornaamwoord probleemgeval, geen uitgang
491	PD(type=other,inflection=e)	pos=VNW,feat.probleemgeval=true,feat.form=-e	voornaamwoord probleemgeval, uitgang -e
492	PD(type=other,inflection=s/th)	pos=VNW,feat.probleemgeval=true,feat.form=-s/-th	voornaamwoord probleemgeval, uitgang -s/-th
493	PD(type=other,inflection=t)	pos=VNW,feat.probleemgeval=true,feat.form=-t	voornaamwoord probleemgeval, uitgang -t
494	PD(type=other,inflection=n)	pos=VNW,feat.probleemgeval=true,feat.form=-n	voornaamwoord probleemgeval, uitgang -n
495	PD(type=other,inflection=r/re)	pos=VNW,feat.probleemgeval=true,feat.form=-r/-re	voornaamwoord probleemgeval, uitgang -r/-re
496	PD(type=other,inflection=a)	pos=VNW,feat.probleemgeval=true,feat.form=-a	voornaamwoord probleemgeval, uitgang -a
499	PD(type=other,inflection=other)	pos=VNW,feat.probleemgeval=true	voornaamwoord probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
500	ADV(type=general,inflection=0)	pos=BW	bijwoord, geen uitgang
501	ADV(type=general,inflection=e)	pos=BW,feat.form=-e	bijwoord, uitgang -e
502	ADV(type=general,inflection=s/th)	pos=BW,feat.form=-s/-th	bijwoord, uitgang -s/-th
503	ADV(type=general,inflection=t)	pos=BW,feat.form=-t	bijwoord, uitgang -t
504	ADV(type=general,inflection=n)	pos=BW,feat.form=-n	bijwoord, uitgang -n
505	ADV(type=general,inflection=r/re)	pos=BW,feat.form=-r/-re	bijwoord, uitgang -r/-re
506	ADV(type=general,inflection=a)	pos=BW,feat.form=-a	bijwoord, uitgang -a
509	ADV(type=general,inflection=other)	pos=BW	bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
510	ADV(type=dem,inflection=0)	pos=BW	aanwijzend bijwoord, geen uitgang
511	ADV(type=dem,inflection=e)	pos=BW,feat.form=-e	aanwijzend bijwoord, uitgang -e
512	ADV(type=dem,inflection=s/th)	pos=BW,feat.form=-s/-th	aanwijzend bijwoord, uitgang -s/-th
513	ADV(type=dem,inflection=t)	pos=BW,feat.form=-t	aanwijzend bijwoord, uitgang -t
514	ADV(type=dem,inflection=n)	pos=BW,feat.form=-n	aanwijzend bijwoord, uitgang -n
515	ADV(type=dem,inflection=r/re)	pos=BW,feat.form=-r/-re	aanwijzend bijwoord, uitgang -r/-re
516	ADV(type=dem,inflection=a)	pos=BW,feat.form=-a	aanwijzend bijwoord, uitgang -a
519	ADV(type=dem,inflection=other)	pos=BW	aanwijzend bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
520	ADV(type=rel,inflection=0)	pos=BW	betrekkelijk bijwoord, geen uitgang
521	ADV(type=rel,inflection=e)	pos=BW,feat.form=-e	betrekkelijk bijwoord, uitgang -e
522	ADV(type=rel,inflection=s/th)	pos=BW,feat.form=-s/-th	betrekkelijk bijwoord, uitgang -s/-th
523	ADV(type=rel,inflection=t)	pos=BW,feat.form=-t	betrekkelijk bijwoord, uitgang -t
524	ADV(type=rel,inflection=n)	pos=BW,feat.form=-n	betrekkelijk bijwoord, uitgang -n
525	ADV(type=rel,inflection=r/re)	pos=BW,feat.form=-r/-re	betrekkelijk bijwoord, uitgang -r/-re
526	ADV(type=rel,inflection=a)	pos=BW,feat.form=-a	betrekkelijk bijwoord, uitgang -a
529	ADV(type=rel,inflection=other)	pos=BW	betrekkelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
530	ADV(type=int,inflection=0)	pos=BW	vragend bijwoord, geen uitgang
531	ADV(type=int,inflection=e)	pos=BW,feat.form=-e	vragend bijwoord, uitgang -e
532	ADV(type=int,inflection=s/th)	pos=BW,feat.form=-s/-th	vragend bijwoord, uitgang -s/-th
533	ADV(type=int,inflection=t)	pos=BW,feat.form=-t	vragend bijwoord, uitgang -t
534	ADV(type=int,inflection=n)	pos=BW,feat.form=-n	vragend bijwoord, uitgang -n
535	ADV(type=int,inflection=r/re)	pos=BW,feat.form=-r/-re	vragend bijwoord, uitgang -r/-re
536	ADV(type=int,inflection=a)	pos=BW,feat.form=-a	vragend bijwoord, uitgang -a
539	ADV(type=int,inflection=other)	pos=BW	vragend bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
540	ADV(type=indef,inflection=0)	pos=BW	onbepaald bijwoord, geen uitgang
541	ADV(type=indef,inflection=e)	pos=BW,feat.form=-e	onbepaald bijwoord, uitgang -e
542	ADV(type=indef,inflection=s/th)	pos=BW,feat.form=-s/-th	onbepaald bijwoord, uitgang -s/-th
543	ADV(type=indef,inflection=t)	pos=BW,feat.form=-t	onbepaald bijwoord, uitgang -t
544	ADV(type=indef,inflection=n)	pos=BW,feat.form=-n	onbepaald bijwoord, uitgang -n
545	ADV(type=indef,inflection=r/re)	pos=BW,feat.form=-r/-re	onbepaald bijwoord, uitgang -r/-re
546	ADV(type=indef,inflection=a)	pos=BW,feat.form=-a	onbepaald bijwoord, uitgang -a
549	ADV(type=indef,inflection=other)	pos=BW	onbepaald bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
550	ADV(type=resumptive,inflection=0)	pos=BW	hervattend bijwoord, geen uitgang
551	ADV(type=resumptive,inflection=e)	pos=BW,feat.form=-e	hervattend bijwoord, uitgang -e
552	ADV(type=resumptive,inflection=s/th)	pos=BW,feat.form=-s/-th	hervattend bijwoord, uitgang -s/-th
553	ADV(type=resumptive,inflection=t)	pos=BW,feat.form=-t	hervattend bijwoord, uitgang -t
554	ADV(type=resumptive,inflection=n)	pos=BW,feat.form=-n	hervattend bijwoord, uitgang -n
555	ADV(type=resumptive,inflection=r/re)	pos=BW,feat.form=-r/-re	hervattend bijwoord, uitgang -r/-re
556	ADV(type=resumptive,inflection=a)	pos=BW,feat.form=-a	hervattend bijwoord, uitgang -a
559	ADV(type=resumptive,inflection=other)	pos=BW	hervattend bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
560	ADV(type=negative,inflection=0)	pos=BW	ontkennend bijwoord, geen uitgang
561	ADV(type=negative,inflection=e)	pos=BW,feat.form=-e	ontkennend bijwoord, uitgang -e
562	ADV(type=negative,inflection=s/th)	pos=BW,feat.form=-s/-th	ontkennend bijwoord, uitgang -s/-th
563	ADV(type=negative,inflection=t)	pos=BW,feat.form=-t	ontkennend bijwoord, uitgang -t
564	ADV(type=negative,inflection=n)	pos=BW,feat.form=-n	ontkennend bijwoord, uitgang -n
565	ADV(type=negative,inflection=r/re)	pos=BW,feat.form=-r/-re	ontkennend bijwoord, uitgang -r/-re
566	ADV(type=negative,inflection=a)	pos=BW,feat.form=-a	ontkennend bijwoord, uitgang -a
569	ADV(type=negative,inflection=other)	pos=BW	ontkennend bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
590	ADV(type=other,inflection=0)	pos=BW,feat.probleemgeval=true	bijwoord probleemgeval, geen uitgang
591	ADV(type=other,inflection=e)	pos=BW,feat.probleemgeval=true,feat.form=-e	bijwoord probleemgeval, uitgang -e
592	ADV(type=other,inflection=s/th)	pos=BW,feat.probleemgeval=true,feat.form=-s/-th	bijwoord probleemgeval, uitgang -s/-th
593	ADV(type=other,inflection=t)	pos=BW,feat.probleemgeval=true,feat.form=-t	bijwoord probleemgeval, uitgang -t
594	ADV(type=other,inflection=n)	pos=BW,feat.probleemgeval=true,feat.form=-n	bijwoord probleemgeval, uitgang -n
595	ADV(type=other,inflection=r/re)	pos=BW,feat.probleemgeval=true,feat.form=-r/-re	bijwoord probleemgeval, uitgang -r/-re
596	ADV(type=other,inflection=a)	pos=BW,feat.probleemgeval=true,feat.form=-a	bijwoord probleemgeval, uitgang -a
599	ADV(type=other,inflection=other)	pos=BW,feat.probleemgeval=true	bijwoord probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
600	ADV(advType=pronominal,type=general,inflection=0)	pos=BW	voornaamwoordelijk bijwoord, geen uitgang
601	ADV(advType=pronominal,type=general,inflection=e)	pos=BW,feat.form=-e	voornaamwoordelijk bijwoord, uitgang -e
602	ADV(advType=pronominal,type=general,inflection=s/th)	pos=BW,feat.form=-s/-th	voornaamwoordelijk bijwoord, uitgang -s/-th
603	ADV(advType=pronominal,type=general,inflection=t)	pos=BW,feat.form=-t	voornaamwoordelijk bijwoord, uitgang -t
604	ADV(advType=pronominal,type=general,inflection=n)	pos=BW,feat.form=-n	voornaamwoordelijk bijwoord, uitgang -n
605	ADV(advType=pronominal,type=general,inflection=r/re)	pos=BW,feat.form=-r/-re	voornaamwoordelijk bijwoord, uitgang -r/-re
606	ADV(advType=pronominal,type=general,inflection=a)	pos=BW,feat.form=-a	voornaamwoordelijk bijwoord, uitgang -a
609	ADV(advType=pronominal,type=general,inflection=other)	pos=BW	voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
610	ADV(advType=pronominal,type=dem,inflection=0)	pos=BW	aanwijzend voornaamwoordelijk bijwoord, geen uitgang
611	ADV(advType=pronominal,type=dem,inflection=e)	pos=BW,feat.form=-e	aanwijzend voornaamwoordelijk bijwoord, uitgang -e
612	ADV(advType=pronominal,type=dem,inflection=s/th)	pos=BW,feat.form=-s/-th	aanwijzend voornaamwoordelijk bijwoord, uitgang -s/-th
613	ADV(advType=pronominal,type=dem,inflection=t)	pos=BW,feat.form=-t	aanwijzend voornaamwoordelijk bijwoord, uitgang -t
614	ADV(advType=pronominal,type=dem,inflection=n)	pos=BW,feat.form=-n	aanwijzend voornaamwoordelijk bijwoord, uitgang -n
615	ADV(advType=pronominal,type=dem,inflection=r/re)	pos=BW,feat.form=-r/-re	aanwijzend voornaamwoordelijk bijwoord, uitgang -r/-re
616	ADV(advType=pronominal,type=dem,inflection=a)	pos=BW,feat.form=-a	aanwijzend voornaamwoordelijk bijwoord, uitgang -a
619	ADV(advType=pronominal,type=dem,inflection=other)	pos=BW	aanwijzend voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
620	ADV(advType=pronominal,type=rel,inflection=0)	pos=BW	betrekkelijk voornaamwoordelijk bijwoord, geen uitgang
621	ADV(advType=pronominal,type=rel,inflection=e)	pos=BW,feat.form=-e	betrekkelijk voornaamwoordelijk bijwoord, uitgang -e
622	ADV(advType=pronominal,type=rel,inflection=s/th)	pos=BW,feat.form=-s/-th	betrekkelijk voornaamwoordelijk bijwoord, uitgang -s/-th
623	ADV(advType=pronominal,type=rel,inflection=t)	pos=BW,feat.form=-t	betrekkelijk voornaamwoordelijk bijwoord, uitgang -t
624	ADV(advType=pronominal,type=rel,inflection=n)	pos=BW,feat.form=-n	betrekkelijk voornaamwoordelijk bijwoord, uitgang -n
625	ADV(advType=pronominal,type=rel,inflection=r/re)	pos=BW,feat.form=-r/-re	betrekkelijk voornaamwoordelijk bijwoord, uitgang -r/-re
626	ADV(advType=pronominal,type=rel,inflection=a)	pos=BW,feat.form=-a	betrekkelijk voornaamwoordelijk bijwoord, uitgang -a
629	ADV(advType=pronominal,type=rel,inflection=other)	pos=BW	betrekkelijk voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
630	ADV(advType=pronominal,type=int,inflection=0)	pos=BW	vragend voornaamwoordelijk bijwoord, geen uitgang
631	ADV(advType=pronominal,type=int,inflection=e)	pos=BW,feat.form=-e	vragend voornaamwoordelijk bijwoord, uitgang -e
632	ADV(advType=pronominal,type=int,inflection=s/th)	pos=BW,feat.form=-s/-th	vragend voornaamwoordelijk bijwoord, uitgang -s/-th
633	ADV(advType=pronominal,type=int,inflection=t)	pos=BW,feat.form=-t	vragend voornaamwoordelijk bijwoord, uitgang -t
634	ADV(advType=pronominal,type=int,inflection=n)	pos=BW,feat.form=-n	vragend voornaamwoordelijk bijwoord, uitgang -n
635	ADV(advType=pronominal,type=int,inflection=r/re)	pos=BW,feat.form=-r/-re	vragend voornaamwoordelijk bijwoord, uitgang -r/-re
636	ADV(advType=pronominal,type=int,inflection=a)	pos=BW,feat.form=-a	vragend voornaamwoordelijk bijwoord, uitgang -a
639	ADV(advType=pronominal,type=int,inflection=other)	pos=BW	vragend voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
640	ADV(advType=pronominal,type=indef,inflection=0)	pos=BW	onbepaald voornaamwoordelijk bijwoord, geen uitgang
641	ADV(advType=pronominal,type=indef,inflection=e)	pos=BW,feat.form=-e	onbepaald voornaamwoordelijk bijwoord, uitgang -e
642	ADV(advType=pronominal,type=indef,inflection=s/th)	pos=BW,feat.form=-s/-th	onbepaald voornaamwoordelijk bijwoord, uitgang -s/-th
643	ADV(advType=pronominal,type=indef,inflection=t)	pos=BW,feat.form=-t	onbepaald voornaamwoordelijk bijwoord, uitgang -t
644	ADV(advType=pronominal,type=indef,inflection=n)	pos=BW,feat.form=-n	onbepaald voornaamwoordelijk bijwoord, uitgang -n
645	ADV(advType=pronominal,type=indef,inflection=r/re)	pos=BW,feat.form=-r/-re	onbepaald voornaamwoordelijk bijwoord, uitgang -r/-re
646	ADV(advType=pronominal,type=indef,inflection=a)	pos=BW,feat.form=-a	onbepaald voornaamwoordelijk bijwoord, uitgang -a
649	ADV(advType=pronominal,type=indef,inflection=other)	pos=BW	onbepaald voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
650	ADV(advType=pronominal,type=resumptive,inflection=0)	pos=BW	bijwoordelijk deel van voornaamwoordelijk bijwoord, geen uitgang
651	ADV(advType=pronominal,type=resumptive,inflection=e)	pos=BW,feat.form=-e	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -e
652	ADV(advType=pronominal,type=resumptive,inflection=s/th)	pos=BW,feat.form=-s/-th	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -s/-th
653	ADV(advType=pronominal,type=resumptive,inflection=t)	pos=BW,feat.form=-t	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -t
654	ADV(advType=pronominal,type=resumptive,inflection=n)	pos=BW,feat.form=-n	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -n
655	ADV(advType=pronominal,type=resumptive,inflection=r/re)	pos=BW,feat.form=-r/-re	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -r/-re
656	ADV(advType=pronominal,type=resumptive,inflection=a)	pos=BW,feat.form=-a	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang -a
659	ADV(advType=pronominal,type=resumptive,inflection=other)	pos=BW	bijwoordelijk deel van voornaamwoordelijk bijwoord, uitgang latijn, onduidelijk of evident fout geschreven
690	ADV(advType=pronominal,type=other,inflection=0)	pos=BW,feat.probleemgeval=true	voornaamwoordelijk bijwoord probleemgeval, geen uitgang
691	ADV(advType=pronominal,type=other,inflection=e)	pos=BW,feat.probleemgeval=true,feat.form=-e	voornaamwoordelijk bijwoord probleemgeval, uitgang -e
692	ADV(advType=pronominal,type=other,inflection=s/th)	pos=BW,feat.probleemgeval=true,feat.form=-s/-th	voornaamwoordelijk bijwoord probleemgeval, uitgang -s/-th
693	ADV(advType=pronominal,type=other,inflection=t)	pos=BW,feat.probleemgeval=true,feat.form=-t	voornaamwoordelijk bijwoord probleemgeval, uitgang -t
694	ADV(advType=pronominal,type=other,inflection=n)	pos=BW,feat.probleemgeval=true,feat.form=-n	voornaamwoordelijk bijwoord probleemgeval, uitgang -n
695	ADV(advType=pronominal,type=other,inflection=r/re)	pos=BW,feat.probleemgeval=true,feat.form=-r/-re	voornaamwoordelijk bijwoord probleemgeval, uitgang -r/-re
696	ADV(advType=pronominal,type=other,inflection=a)	pos=BW,feat.probleemgeval=true,feat.form=-a	voornaamwoordelijk bijwoord probleemgeval, uitgang -a
699	ADV(advType=pronominal,type=other,inflection=other)	pos=BW,feat.probleemgeval=true	voornaamwoordelijk bijwoord probleemgeval, uitgang latijn, onduidelijk of evident fout geschreven
700	ADP(type=general,inflection=0)	pos=VZ	voorzetsel, geen uitgang
701	ADP(type=general,inflection=e)	pos=VZ,feat.form=-e	voorzetsel, uitgang -e
702	ADP(type=general,inflection=s/th)	pos=VZ,feat.form=-s/-th	voorzetsel, uitgang -s/-th
703	ADP(type=general,inflection=t)	pos=VZ,feat.form=-t	voorzetsel, uitgang -t
704	ADP(type=general,inflection=n)	pos=VZ,feat.form=-n	voorzetsel, uitgang -n
705	ADP(type=general,inflection=r/re)	pos=VZ,feat.form=-r/-re	voorzetsel, uitgang -r/-re
706	ADP(type=general,inflection=a)	pos=VZ,feat.form=-a	voorzetsel, uitgang -a
709	ADP(type=general,inflection=other)	pos=VZ	voorzetsel, uitgang latijn, onduidelijk of evident fout geschreven
790	ADP(type=other,inflection=0)	pos=VZ	voorzetsel (Latijn)
791	ADP(type=other,inflection=e)	pos=VZ,feat.form=-e	voorzetsel (Latijn)
792	ADP(type=other,inflection=s/th)	pos=VZ,feat.form=-s/-th	voorzetsel (Latijn)
793	ADP(type=other,inflection=t)	pos=VZ,feat.form=-t	voorzetsel (Latijn)
794	ADP(type=other,inflection=n)	pos=VZ,feat.form=-n	voorzetsel (Latijn)
795	ADP(type=other,inflection=r/re)	pos=VZ,feat.form=-r/-re	voorzetsel (Latijn)
796	ADP(type=other,inflection=a)	pos=VZ,feat.form=-a	voorzetsel (Latijn)
797	_	_	voorzetsel (Latijn)
798	_	_	voorzetsel (Latijn)
799	ADP(type=other,inflection=other)	pos=VZ	voorzetsel (Latijn)
800	CON(type=coordinating,inflection=0)	pos=VG	nevenschikkend voegwoord, geen uitgang
801	CON(type=coordinating,inflection=e)	pos=VG,feat.form=-e	nevenschikkend voegwoord, uitgang -e
802	CON(type=coordinating,inflection=s/th)	pos=VG,feat.form=-s/-th	nevenschikkend voegwoord, uitgang -s/-th
803	CON(type=coordinating,inflection=t)	pos=VG,feat.form=-t	nevenschikkend voegwoord, uitgang -t
804	CON(type=coordinating,inflection=n)	pos=VG,feat.form=-n	nevenschikkend voegwoord, uitgang -n
805	CON(type=coordinating,inflection=r/re)	pos=VG,feat.form=-r/-re	nevenschikkend voegwoord, uitgang -r/-re
806	CON(type=coordinating,inflection=a)	pos=VG,feat.form=-a	nevenschikkend voegwoord, uitgang -a
809	CON(type=coordinating,inflection=other)	pos=VG	nevenschikkend voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
810	CON(type=subordinating,inflection=0)	pos=VG	onderschikkend voegwoord, geen uitgang
811	CON(type=subordinating,inflection=e)	pos=VG,feat.form=-e	onderschikkend voegwoord, uitgang -e
812	CON(type=subordinating,inflection=s/th)	pos=VG,feat.form=-s/-th	onderschikkend voegwoord, uitgang -s/-th
813	CON(type=subordinating,inflection=t)	pos=VG,feat.form=-t	onderschikkend voegwoord, uitgang -t
814	CON(type=subordinating,inflection=n)	pos=VG,feat.form=-n	onderschikkend voegwoord, uitgang -n
815	CON(type=subordinating,inflection=r/re)	pos=VG,feat.form=-r/-re	onderschikkend voegwoord, uitgang -r/-re
816	CON(type=subordinating,inflection=a)	pos=VG,feat.form=-a	onderschikkend voegwoord, uitgang -a
819	CON(type=subordinating,inflection=other)	pos=VG	onderschikkend voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
820	CON(type=comparison,inflection=0)	pos=VG	vergelijkend voegwoord, geen uitgang
821	CON(type=comparison,inflection=e)	pos=VG,feat.form=-e	vergelijkend voegwoord, uitgang -e
822	CON(type=comparison,inflection=s/th)	pos=VG,feat.form=-s/-th	vergelijkend voegwoord, uitgang -s/-th
823	CON(type=comparison,inflection=t)	pos=VG,feat.form=-t	vergelijkend voegwoord, uitgang -t
824	CON(type=comparison,inflection=n)	pos=VG,feat.form=-n	vergelijkend voegwoord, uitgang -n
825	CON(type=comparison,inflection=r/re)	pos=VG,feat.form=-r/-re	vergelijkend voegwoord, uitgang -r/-re
826	CON(type=comparison,inflection=a)	pos=VG,feat.form=-a	vergelijkend voegwoord, uitgang -a
829	CON(type=comparison,inflection=other)	pos=VG	vergelijkend voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
830	CON(type=negative,inflection=0)	pos=VG	ontkennend voegwoord, geen uitgang
831	CON(type=negative,inflection=e)	pos=VG,feat.form=-e	ontkennend voegwoord, uitgang -e
832	CON(type=negative,inflection=s/th)	pos=VG,feat.form=-s/-th	ontkennend voegwoord, uitgang -s/-th
833	CON(type=negative,inflection=t)	pos=VG,feat.form=-t	ontkennend voegwoord, uitgang -t
834	CON(type=negative,inflection=n)	pos=VG,feat.form=-n	ontkennend voegwoord, uitgang -n
835	CON(type=negative,inflection=r/re)	pos=VG,feat.form=-r/-re	ontkennend voegwoord, uitgang -r/-re
836	CON(type=negative,inflection=a)	pos=VG,feat.form=-a	ontkennend voegwoord, uitgang -a
839	CON(type=negative,inflection=other)	pos=VG	ontkennend voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
840	CON(type=explicative,inflection=0)	pos=VG	explicatief voegwoord, geen uitgang
841	CON(type=explicative,inflection=e)	pos=VG,feat.form=-e	explicatief voegwoord, uitgang -e
842	CON(type=explicative,inflection=s/th)	pos=VG,feat.form=-s/-th	explicatief voegwoord, uitgang -s/-th
843	CON(type=explicative,inflection=t)	pos=VG,feat.form=-t	explicatief voegwoord, uitgang -t
844	CON(type=explicative,inflection=n)	pos=VG,feat.form=-n	explicatief voegwoord, uitgang -n
845	CON(type=explicative,inflection=r/re)	pos=VG,feat.form=-r/-re	explicatief voegwoord, uitgang -r/-re
846	CON(type=explicative,inflection=a)	pos=VG,feat.form=-a	explicatief voegwoord, uitgang -a
849	CON(type=explicative,inflection=other)	pos=VG	explicatief voegwoord, uitgang latijn, onduidelijk of evident fout geschreven
850	CON(type=rel,inflection=0)	pos=VG	relatief voegwoord, geen uitgang
851	CON(type=rel,inflection=e)	pos=VG,feat.form=-e	relatief voegwoord, uitgang -e
852	CON(type=rel,inflection=s/th)	pos=VG,feat.form=-s/-th	relatief voegwoord, uitgang -s/-th
853	CON(type=rel,inflection=t)	pos=VG,feat.form=-t	relatief voegwoord, uitgang -t
854	CON(type=rel,inflection=n)	pos=VG,feat.form=-n	relatief voegwoord, uitgang -n
855	CON(type=rel,inflection=r/re)	pos=VG,feat.form=-r/-re	relatief voegwoord, uitgang -r/-re
856	CON(type=rel,inflection=a)	pos=VG,feat.form=-a	relatief voegwoord, uitgang -a
